Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Gayen, Kalyan; Venkatesh, K. V.",Analysis Of Optimal Phenotypic Space Using Elementary Modes As Applied To Corynebacterium Glutamicum,Bmc Bioinformatics,2006,17038164,"Flux Phenotype, Pathway Analaysis",,Met Eng,Legacy data,Corynebacterium glutamicum,"Indian Institute of Technology, Mumbai, India",,"Calculate EFMs, use uptake data to predict different production rates; ",240428600025,11
"Van Dien, Stephen J.; Iwatani, Shintaro; Usuda, Yoshihiro; Matsui, Kazuhiko",Theoretical Analysis Of Amino Acid-Producing Escherichia Coli Using A Stoichiometric Model And Multivariate Linear Regression,Journal Of Bioscience And Bioengineering,2006,16952834,"Flux Phenotype, ExpDes, Pathway Analaysis",,Met Eng,,Escherichia coli,"Ajinomoto Company, Kawasaki, Japan",,Use sampling to determine which areas of metabolism to change to increase AA production; increased activity of glyoxylate cycle or PEP carboxylase and elimination of malic enzyme should increase lysine and arginine synthesis,241469400002,11
"Rokhlenko, Oleg; Shlomi, Tomer; Sharan, Roded; Ruppin, Eytan; Pinter, Ron Y.",Flux-Based Vs. Topology-Based Similarity Of Metabolic Genes,"Algorithms In Bioinformatics, Proceedings",2006,,"Flux Phenotype, Essentiality (Global), Systemscale Property",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Technion, Haifa, Israel",,Metabolic gene co-activity (MGCA) determines correlation of genes based on reaction flux activity correlation; better corresponds to experimental gene correlation than KO in model; not necessarily correlated to GO annotations,240398500006,8
"Sariyar, Berna; Perk, Sinem; Akman, Ugur; Hortacsu, Amable",Monte Carlo Sampling And Principal Component Analysis Of Flux Distributions Yield Topological And Modular Information On Metabolic Networks,Journal Of Theoretical Biology,2006,16860341,"Flux Phenotype, Systemscale Property",,Basic Science,,Escherichia coli,"Bogazici University, Bebek-Istanbul, Turkey",,Monte Carlo sampling of Ecoli under different conditions; use PCA to differentiate conditions and find dependencies/modularity in network,242125600026,7
"Tekir, Saliha Durmus; Cakir, Tunahan; Ulgen, Kutlu O.",Analysis Of Enzymopathies In The Human Red Blood Cells By Constraint-Based Stoichiometric Modeling Approaches,Computational Biology And Chemistry,2006,,"Flux Phenotype, KO (Targeted)",,Biomed,Legacy data,Human [rbc],"Bogazici University, Bebek-Istanbul, Turkey",,Use FBA and MOMA to look at enzymopathies in RBC; G6PDH and PKM are the worst,240645600014,5
"Duarte, Natalie C.; Becker, Scott A.; Jamshidi, Neema; Thiele, Ines; Mo, Monica L.; Vo, Thuy D.; Srivas, Rohith; Palsson, Bernhard O.",Global Reconstruction Of The Human Metabolic Network Based On Genomic And Bibliomic Data,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17267599,"Flux Phenotype, Systemscale Property, Biological Discovery",Transcriptomics,"Biomed, Basic Science",,Human,"University of California San Diego, La Jolla, California",,Recon1; SVD shows importantance of compartmentalization; coupled sets show alternative drug targets; integrate expression data for analysis,241490100003,360
"Feist, Adam M.; Henry, Christopher S.; Reed, Jennifer L.; Krummenacker, Markus; Joyce, Andrew R.; Karp, Peter D.; Broadbelt, Linda J.; Hatzimanikatis, Vassily; Palsson, Bernhard O.",A Genome-Scale Metabolic Reconstruction For Escherichia Coli K-12 Mg1655 That Accounts For 1260 Orfs And Thermodynamic Information,Molecular Systems Biology,2007,17593909,"Flux Phenotype, Essentiality (Global)",,"Met Eng, Basic Science",Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",,iAF1260; metabolic capabilties; gene essentiality,,287
"Schuetz, Robert; Kuepfer, Lars; Sauer, Uwe",Systematic Evaluation Of Objective Functions For Predicting Intracellular Fluxes In Escherichia Coli,Molecular Systems Biology,2007,17625511,"Flux Phenotype, Objective Function",,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"ETH Zurich, Zurich, Switzerland",x,Use MFA in different growth conditions to see what OF best fits in FBA,,173
"Park, Jin Hwan; Lee, Kwang Ho; Kim, Tae Yong; Lee, Sang Yup",Metabolic Engineering Of Escherichia Coli For The Production Of L-Valine Based On Transcriptome Analysis And In Silico Gene Knockout Simulation,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17463081,"KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",,In silico KO for help in designing valine production strain in E coli,248492100001,148
"Oh, You-Kwan; Palsson, Bernhard O.; Park, Sung M.; Schilling, Christophe H.; Mahadevan, Radhakrishnan",Genome-Scale Reconstruction Of Metabolic Network In Bacillus Subtilis Based On High-Throughput Phenotyping And Gene Essentiality Data,Journal Of Biological Chemistry,2007,17573341,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Bacillus subtilis,"Genomatica, San Diego, California",x,"Recon; annotated 48 genes for growth; gene essentiality analysis, corrected 60 cases; added more putative genes based on metabolic capabilities",246461500015,122
"Henry, Christopher S.; Broadbelt, Linda J.; Hatzimanikatis, Vassily",Thermodynamics-Based Metabolic Flux Analysis,Biophysical Journal,2007,17172310,"Flux Phenotype, Thermodynamics",,Basic Science,Legacy data,Escherichia coli,"Ecole Polytechnique, Lausanne, Switzerland",,Add thermodynamics to FBA to predict thermodynamic bottlenecks in flux distributions,,120
"Lee, Kwang Ho; Park, Jin Hwan; Kim, Tae Yong; Kim, Hyun Uk; Lee, Sang Yup",Systems Metabolic Engineering Of Escherichia Coli For L-Threonine Production,Molecular Systems Biology,2007,18059444,"Flux Phenotype, KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",,Use models for targeted KOs in threonine production strain to lower acetic acid production,244373800034,106
"Jamshidi, Neema; Palsson, Bernhard O.",Investigating The Metabolic Capabilities Of Mycobacterium Tuberculosis H37Rv Using The In Silico Strain Inj661 And Proposing Alternative Drug Targets,Bmc Systems Biology,2007,17555602,"Flux Phenotype, Essentiality (Global), Systemscale Property, ExpDes",,Inf Dis,Legacy data,Mycobacterium tuberculosis,"University of California San Diego, La Jolla, California",,TB model; flux phenotypes; gene essentiality analysis; hard coupled sets for potential alternative drug targets,252119000006,94
"Shlomi, Tomer; Eisenberg, Yariv; Sharan, Roded; Ruppin, Eytan",A Genome-Scale Computational Study Of The Interplay Between Transcriptional Regulation And Metabolism,Molecular Systems Biology,2007,17437026,"Flux Phenotype, TRN/PPI/ Genetic Int",Transcriptomics,Basic Science,,Escherichia coli,"Tel Aviv University, Tel Aviv, Israel",,"SR-FBA, predicts gene expression and fluxes; metabolic constraints determine flux activity of 50% rxns, transcriptional regulation determines activity of 20%; 36 genes are redundantly expressed",,73
"Harrison, Richard; Papp, Balazs; Pal, Csaba; Oliver, Stephen G.; Delneri, Daniela",Plasticity Of Genetic Interactions In Metabolic Networks Of Yeast,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17284612,"Essentiality (Global), Systemscale Property, TRN/PPI/ Genetic Int, Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"University of Manchester, Manchester, UK",x,Majority of geneitc interactions are condition specific; occurrence is not much different from random expectation; experimental investigation of false predictions help improve functional annotation,246207700004,72
"Beste, Dany J. V.; Hooper, Tracy; Stewart, Graham; Bonde, Bushan; Avignone-Rossa, Claudio; Bushell, Michael; Wheeler, Paul; Klamt, Steffen; Kierzek, Andrzej M.; McFadden, Johnjoe",Gsmn-Tb: A Web-Based Genome Scale Network Model Of Mycobacterium Tuberculosis Metabolism,Genome Biology,2007,17521419,"Flux Phenotype, Essentiality (Global)",,Inf Dis,"Legacy data, Prospective experimental validation",Mycobacterium tuberculosis,"University of Surrey, Surrey, UK",,TB model; flux uptake matches legacy data; 78% gene essentiality accuracy; isocitrate lyase important during slow growth and experimentally verified,244438500049,70
"Stolyar, Sergey; Van Dien, Steve; Hillesland, Kristina Linnea; Pinel, Nicolas; Lie, Thomas J.; Leigh, John A.; Stahl, David A.",Metabolic Modeling Of A Mutualistic Microbial Community,Molecular Systems Biology,2007,17353934,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation","Multicellular (Desulfovibrio vulgaris, Methanococcus maripaludis)","University of Washington, Seattle, Washington",,"First bacterial community model; predicted experimental growth and flux ratios; model suggested elimination of formate as electron shuttle is possible, but hydrogen transfer was essential",246983100019,66
"Beg, Q. K.; Vazquez, A.; Ernst, J.; de Menezes, M. A.; Bar-Joseph, Z.; Barabasi, A.-L.; Oltvai, Z. N.",Intracellular Crowding Defines The Mode And Sequence Of Substrate Uptake By Escherichia Coli And Constrains Its Metabolic Activity,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17652176,"Flux Phenotype, KO (Targeted), Systemscale Property",,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of Pittsburgh, Pittsburgh, Pennsylvania",x,Add molecular crowding requirement in models; uptake and utilization in complex media good agreement with experimental observations,245381300005,58
"Vemuri, G. N.; Eiteman, M. A.; McEwen, J. E.; Olsson, L.; Nielsen, J.",Increasing Nadh Oxidation Reduces Overflow Metabolism In Saccharomyces Cerevisiae,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17287356,Metabolite Phenotype,Transcriptomics,Basic Science,,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,Integrated transcription data using reporter metabolites,248603900015,56
"Kim, Pan-Jun; Lee, Dong-Yup; Kim, Tae Yong; Lee, Kwang Ho; Jeong, Hawoong; Lee, Sang Yup; Park, Sunwon",Metabolite Essentiality Elucidates Robustness Of Escherichia Coli Metabolism,Proceedings Of The National Academy Of Sciences Of The United States Of America,2007,17698812,"Essentiality (Global), Systemscale Property, Metabolite Phenotype",,"Inf Dis, Basic Science","Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",x,Essential metabolites maintain steady flux-sum even against severe perturbation and redistribution of fluxes; flux sum suppression lowers growth,244438500065,41
"Kim, Tae Yong; Kim, Hyun Uk; Park, Jong Myoung; Song, Hyohak; Kim, Jin Sik; Lee, Sang Yup",Genome-Scale Analysis Of Mannheimia Succiniciproducens Metabolism,Biotechnology And Bioengineering,2007,17405177,"Flux Phenotype, Essentiality (Global), KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Mannheimia succiniciproducens,"KAIST, Daejeon, Korea",,"Reconstruction; metabolic capabilties, gene essentiality, OptKnock analysis",249064700022,38
"Westergaard, Steen Lund; Oliveira, Ana Paula; Bro, Christoffer; Olsson, Lisbeth; Nielsen, Jens",A Systems Biology Approach To Study Glucose Repression In The Yeast Saccharomyces Cerevisiae,Biotechnology And Bioengineering,2007,16878332,Metabolite Phenotype,Transcriptomics,Met Eng,Legacy data,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,Integrate expression data to identify reporter metabolites,247158800001,34
"Knorr, Andrea L.; Jain, Rishi; Srivastava, Ranjan",Bayesian-Based Selection Of Metabolic Objective Functions,Bioinformatics,2007,17150997,Objective Function,,Basic Science,Legacy data,Escherichia coli,"University of Connecticut, Storrs, Connecticut",,Bayesian selection of metabolic objective,243176500014,33
"Hjersted, Jared L.; Henson, Michael A.; Mahadevan, Radhakrishnan",Genome-Scale Analysis Of Saccharomyces Cerevisiae Metabolism And Ethanol Production In Fed-Batch Culture,Biotechnology And Bioengineering,2007,17243146,"Flux Phenotype, Synthetic Biology, ExpDes",,Met Eng,Legacy data,Saccharomyces cerevisiae,"University of Toronto, Toronto, Ontario, Canada",,Use to dFBA to predict gene insertions during yeast ethanol production,244124500013,30
"Resendis-Antonio, Osbaldo; Reed, Jennifer L.; Encarnacion, Sergio; Collado-Vides, Julio; Palsson, Bernhard O.",Metabolic Reconstruction And Modeling Of Nitrogen Fixation In Rhizobium Etli,Plos Computational Biology,2007,17922569,"Flux Phenotype, Essentiality (Global)",,Env,Legacy data,Rhizobium etli,"University of California San Diego, La Jolla, California",,Recon; determined metabolic nitrogen capabilities; agreed qualitatively w/experiments; gene deletion analysis,,25
"Baart, Gino J. E.; Zomer, Bert; de Haan, Alex; van der Pol, Leo A.; Beuvery, E. Coen; Tramper, Johannes; Martens, Dirk E.",Modeling Neisseria Meningitidis Metabolism: From Genome To Metabolic Fluxes,Genome Biology,2007,17617894,"Flux Phenotype, ExpDes",,Inf Dis,"Legacy data, Prospective experimental validation",Neisseria meningitidis,"Wageningen University, Wageningen, Netherlands",x,Recon; metabolic capabilities; substrate preference and minimal media; experimentally validated,,25
"Feala, Jacob D.; Coquin, Laurence; McCulloch, Andrew D.; Paternostro, Giovanni",Flexibility In Energy Metabolism Supports Hypoxia Tolerance In Drosophila Flight Muscle: Metabolomic And Computational Systems Analysis,Molecular Systems Biology,2007,17437024,Flux Phenotype,Metabolomics,Basic Science,,Drosophila melanogaster,"University of California San Diego, La Jolla, California",,Use exometabolome to constrain fly model to study flux phenotypes under hypoxia,249416400016,23
"Nagrath, Deepak; Avila-Elchiver, Marco; Berthiaume, Francois; Tilles, Arno W.; Messac, Achille; Yarmush, Martin L.",Integrated Energy And Flux Balance Based Multiobjective Framework For Large-Scale Metabolic Networks,Annals Of Biomedical Engineering,2007,17393337,Flux Phenotype,,Biomed,,Human [cultured hepatocyte],"Harvard Medical School, Boston, Massachusetts",,Look at FBA pareto fronts in hepatocytes,246207700002,20
"Fuhrer, Tobias; Chen, Lifeng; Sauer, Uwe; Vitkup, Dennis",Computational Prediction And Experimental Verification Of The Gene Encoding The Nad(+)/Nadp(+)-Dependent Succinate Semialdehyde Dehydrogenase In Escherichia Coli,Journal Of Bacteriology,2007,17873044,"KO (Targeted), Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"Columbia University, New York, New York",x,Use metabolic network gene annotation filler to determine function of yneI (succinate semialdehyde dehydrogenase),246764900002,18
"Schwartz, Jean-Marc; Gaugain, Claire; Nacher, Jose C.; de Daruvar, Antoine; Kanehisa, Minoru",Observing Metabolic Functions At The Genome Scale,Genome Biology,2007,17594483,Pathway Analaysis,Transcriptomics,Basic Science,,Saccharomyces cerevisiae,"Kyoto University, Kyoto, Japan",,Integrate transcriptomics with EFMs for data anlysis at the pathway level; look at metabolic response of yeast cells to stress,250991300016,18
"Hong, Seong-Joo; Lee, Choul-Gyun",Evaluation Of Central Metabolism Based On A Genomic Database Of Synechocystis Pcc6803,Biotechnology And Bioprocess Engineering,2007,,"Flux Phenotype, KO (Targeted)",,Met Eng,Legacy data,Synechocystis sp PCC 6803,"Inha University, Incheon, Korea",,"Build recon, check metabolic capabilities, looked at very limited gene deletions",248488200031,17
"Carlson, Ross P.",Metabolic Systems Cost-Benefit Analysis For Interpreting Network Structure And Regulation,Bioinformatics,2007,17344237,"Thermodynamics, Systemscale Property, Pathway Analaysis",,Basic Science,,Escherichia coli,"Montana State University, Bozeman, Montana",x,"Use EFMs to study cost benefit analysis of proteome requirements, DNA coding sequence length, substrate affinity, and thermodynamic efficiency; under scarcity, E. coli expresses pathways with relatively inexpensive proteome synthesis (though less efficient)",246160800016,15
"Nookaew, Intawat; Meechai, Asawin; Thammarongtham, Chinae; Laoteng, Kobkul; Ruanglek, Vasimon; Cheevadhanarak, Supapon; Nielsen, Jens; Bhumiratana, Sakarindr",Identification Of Flux Regulation Coefficients From Elementary Flux Modes: A Systems Biology Tool For Analysis Of Metabolic Networks,Biotechnology And Bioengineering,2007,17238207,"Flux Phenotype, Pathway Analaysis",Metabolomics,Basic Science,,Saccharomyces cerevisiae,"King Mongkut's University of Technology Thonburi, Bangkok, Thailand",,Use EFMs to study yeast under different growth conditions,247348300011,15
"Teixeira, Ana P.; Alves, Carlos; Alves, Paula M.; Carrondo, Manuel J. T.; Oliveira, Rui",Hybrid Elementary Flux Analysis/Nonparametric Modeling: Application For Bioprocess Control,Bmc Bioinformatics,2007,17261182,"ExpDes, Pathway Analaysis",,Met Eng,,Hamster [BHK-21A],"REQUIMTE, Caparica, Portugal",,"Combine kinetics and EFMs for bioprocess control;  analyze experimental data fro BHK-21A, reproduce growth rates and nutrient uptake",248158800020,14
"Cakir, Tunahan; Efe, Cagri; Dikicioglu, Duygu; Hortacsu, Amable; Kirdar, Betul; Oliver, Stephen G.",Flux Balance Analysis Of A Genome-Scale Yeast Model Constrained By Exometabolomic Data Allows Metabolic System Identification Of Genetically Different Strains,Biotechnology Progress,2007,17373823,"Flux Phenotype, KO (Targeted)",Metabolomics,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"University of Manchester, Manchester, UK",,Look at respiration flux of yeast KOs using exometabolomic data,244251700001,13
"Cakir, Tunahan; Kirdar, Betul; Onsan, Z. Ilsen; Ulgen, Kutlu O.; Nielsen, Jens",Effect Of Carbon Source Perturbations On Transcriptional Regulation Of Metabolic Fluxes In Saccharomyces Cerevisiae,Bmc Systems Biology,2007,17408508,"Flux Phenotype, TRN/PPI/ Genetic Int, Pathway Analaysis",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,Changes in EFM weightings can be correlated with transcription data during carbon shifts of yeast,245510000004,13
"Uygun, Korkut; Matthew, Howard W. T.; Huang, Yinlun",Investigation Of Metabolic Objectives In Cultured Hepatocytes,Biotechnology And Bioengineering,2007,17058287,"Flux Phenotype, Objective Function",Fluxomics,Basic Science,,Rat [hepatocyte],"Wayne State University, Detroit, Michigan",,"Use MFA to determine OF of the cell; cultured hepatocytes maximize oxygen uptake, couple urea and TCA cycles, synthesize serine/urea",250002300001,13
"Shlomi, Tomer; Herrgard, Markus; Portnoy, Vasiliy; Naim, Efrat; Palsson, Bernhard O.; Sharan, Roded; Ruppin, Eytan",Systematic Condition-Dependent Annotation Of Metabolic Genes,Genome Research,2007,17895423,"Systemscale Property, Biological Discovery",,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Tel Aviv University, Tel Aviv, Israel",x,Use yeast model under different conditions (env/genes) to annotate genes better than GO,246491700019,11
"Vo, Thuy D.; Lee, W. N. Paul; Palsson, Pernhard O.",Systems Analysis Of Energy Metabolism Elucidates The Affected Respiratory Chain Complex In Leigh'S Syndrome,Molecular Genetics And Metabolism,2007,17336115,Flux Phenotype,Fluxomics,Biomed,Legacy data,Human [fibroblast],"University of California San Diego, La Jolla, California",,Integrate C13 data for Leighs syndrome; changes in flux phenotype; mutations causing effect in pathology likely to be succinate cytochrome c,,11
"Cakir, Tunahan; Alsan, Selma; Saybasili, Hale; Akin, Ata; Ulgen, Kutlu O.",Reconstruction And Flux Analysis Of Coupling Between Metabolic Pathways Of Astrocytes And Neurons: Application To Cerebral Hypoxia,Theoretical Biology And Medical Modelling,2007,18070347,"Flux Phenotype, KO (Targeted)",,Biomed,Legacy data,"Multicellular (Human [astrocyte, neuron])","Bogazici University, Bebek-Istanbul, Turkey",,Astrocyte and neuron model; flux phenotype under normal validated by legacy data; use MOMA to simulate hypoxia,,10
"Pachkov, Mikhail; Dandekar, Thomas; Korbel, Jan; Bork, Peer; Schuster, Stefan",Use Of Pathway Analysis And Genome Context Methods For Functional Genomics Of Mycoplasma Pneumoniae Nucleotide Metabolism,Gene,2007,17467928,"Biological Discovery, Pathway Analaysis",,Inf Dis,,Mycoplasma pneumoniae,"Friedrich Schiller University Jena, Jena, Germany",,Use EFMs for minimal enzyme requirements and minimal media requiremenst,208054900048,9
"Zheng, Zhi-Yong; Lee, An Woo; Zhan, Xiao Bei; Shi, Zhongping; Wang, Lei; Zhu, Li; Wu, Jian-Rong; Lin, Chi Chung",Effect Of Metabolic Structures And Energy Requirements On Curdlan Production By Alcaligenes Faecalis,Biotechnology And Bioprocess Engineering,2007,,Flux Phenotype,,Met Eng,,Alcaligenes faecalis,"Southern Yangtze University, Wuxi, China",,Curdlan yield predictions; energy efficiency more important than substrate supply,248087000001,9
"Heino, Jenni; Tunyan, Knarik; Calvetti, Daniela; Somersalo, Erkki",Bayesian Flux Balance Analysis Applied To A Skeletal Muscle Metabolic Model,Journal Of Theoretical Biology,2007,17568615,Flux Phenotype,,Basic Science,,Human [skeletal muscle],"Helsinki University of Technology, Helsinki, Finland",,Combine Bayesian and sampling for skeletal muscle metabolic model to predict flux phenotype,249227300006,8
"Rokhlenko, Oleg; Shlomi, Tomer; Sharan, Roded; Ruppin, Eytan; Pinter, Ron Y.",Constraint-Based Functional Similarity Of Metabolic Genes: Going Beyond Network Topologyy,Bioinformatics,2007,17586548,"Flux Phenotype, Essentiality (Global), Systemscale Property, Biological Discovery",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Technion, Haifa, Israel",x,"Use KOs and flux shifts across conditions to group gene functions and compare to GO; outpredicts network topology, expression data",249469300008,8
"Pizarro, Francisco; Varela, Cristian; Martabit, Cecilia; Bruno, Claudio; Prez-Correa, J. Ricardo; Agosin, Eduardo",Coupling Kinetic Expressions And Metabolic Networks For Predicting Wine Fermentations,Biotechnology And Bioengineering,2007,17497743,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Pontificia Universidad Catolica de Chile, Santiago, Chile",,DFBA used on yeast for wine fermentation; matches flux phenotypes,249818300014,8
"Tsantili, Ivi C.; Karim, M. Nazmul; Klapa, Maria I.",Quantifying The Metabolic Capabilities Of Engineered Zymomonas Mobilis Using Linear Programming Analysis,Microbial Cell Factories,2007,17349037,"Flux Phenotype, KO (Targeted)",,Met Eng,,Zymomonas mobilis,"Foundation for Research and Technology-Hellas, Patras, Greece",,Built Z mobilis recon; determined metabolic capabilities; some KOs,250741300006,7
"Occhipinti, R.; Puchowicz, M. A.; LaManna, J. C.; Somersalo, E.; Calvetti, D.",Statistical Analysis Of Metabolic Pathways Of Brain Metabolism At Steady State,Annals Of Biomedical Engineering,2007,17385046,Flux Phenotype,,Biomed,,"Multicellular (Human [astrocyte, neuron])","Case Western Reserve University, Cleveland, Ohio",,Combine Bayesian networks and MCMC sampling for estimating reaction fluxes in brain metabolism (astrocyte and neuron),245327800001,5
"Almaas, Eivind",Optimal Flux Patterns In Cellular Metabolic Networks,Chaos,2007,17614694,"Flux Phenotype, Systemscale Property",,Basic Science,,"Multiple (Escherichia coli, Helicobacter pylori, Saccharomyces cerevisiae)","Lawrence Livermore National Laboratory, Livermore, California",,Use different networks under many conditions to define high flux backbone; flux distributions across all reactions discussed,246764900003,5
"Wagner, Andreas",From Bit To It: How A Complex Metabolic Network Transforms Information Into Living Matter,Bmc Systems Biology,2007,17663759,Systemscale Property,,Basic Science,,Saccharomyces cerevisiae,"University of Zurich, Zurich, Switzerland",,Nutrient sensing inaccuracy is translated into reduced cell growth,,4
"Skolpap, W.; Nuchprayoon, S.; Scharer, J. M.; Moo-Young, M.",Parametric Analysis Of Metabolic Fluxes Of Alpha-Amylase And Protease-Producing Bacillus Subtilis,Bioprocess And Biosystems Engineering,2007,17514498,"Flux Phenotype, ExpDes",,Basic Science,,Bacillus subtilis,"University of Waterloo, Waterloo, Canada",,Built B subtilis recon with alpha-amylas and protease production; checked sensitivity to various intracellular metabolite accumulations; sensitivity resutls can be used for fluxomics,250003900001,2
"Lee, Sung Gun; Park, Jun Hyung; Hou, Bo Kyeng; Kim, Young Han; Kim, Cheol Min; Hwang, Kyu Suk",Effect Of Weight-Added Regulatory Networks On Constraint-Based Metabolic Models Of Escherichia Coli,Biosystems,2007,17640796,"Flux Phenotype, TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Escherichia coli,"Pusan National University, Pusan, Korea",,"Weighted TRN network on FBA, used for central metabolism of E. coli under different batch cultures",248830800006,0
"Shlomi, Tomer; Cabili, Moran N.; Herrgard, Markus J.; Palsson, Bernhard O.; Ruppin, Eytan",Network-Based Prediction Of Human Tissue-Specific Metabolism,Nature Biotechnology,2008,18711341,"Other Phenotype, Systemscale Property",Transcriptomics,"Biomed, Basic Science",Legacy data,Human [multiple tissues],"Tel Aviv University, Tel Aviv, Israel",x,Integrating expression data to build tissue-specific models from Recon1; reveals role of post-transcriptional regulation; predictions of tissue-specific data is much better,251359600022,125
"Lee, D. -S.; Park, J.; Kay, K. A.; Christakis, N. A.; Oltvai, Z. N.; Barabasi, A. -L.",The Implications Of Human Metabolic Network Topology For Disease Comorbidity,Proceedings Of The National Academy Of Sciences Of The United States Of America,2008,18599447,Systemscale Property,,Biomed,Legacy data,Human,"Northeastern University, Boston, Massachusetts",,Topological use of Recon1 to link enzyme placement in network with associated disease comorbidity,,99
"Oberhardt, Matthew A.; Puchalka, Jacek; Fryer, Kimberly E.; dos Santos, Vitor A. P. Martins; Papin, Jason A.",Genome-Scale Metabolic Network Analysis Of The Opportunistic Pathogen Pseudomonas Aeruginosa Pao1,Journal Of Bacteriology,2008,18192387,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Inf Dis,"Legacy data, Prospective experimental validation",Pseudomonas aeruginosa,"University of Virginia, Charlottesville, Virginia",,"Recon of Pseudomonas; metabolic capabilties; gene deletion analysis, also used for filling in knowledge gaps",257913200008,64
"Trinh, Cong T.; Unrean, Pornkamol; Srienc, Friedrich",Minimal Escherichia Coli Cell For The Most Efficient Production Of Ethanol From Hexoses And Pentoses,Applied And Environmental Microbiology,2008,18424547,"Flux Phenotype, KO (Targeted), ExpDes, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"University of Minnesota, St. Paul, Minnesota",x,Reduce EFM space w/8 KOs to 6 pathways; ethanol yields matched theoretical predictions; catabolite repression was absent during anaerobic growth,,59
"Lee, Jong Min; Gianchandani, Erwin P.; Eddy, James A.; Papin, Jason A.","Dynamic Analysis Of Integrated Signaling, Metabolic, And Regulatory Networks",Plos Computational Biology,2008,,"Flux Phenotype, Other Phenotype",,Basic Science,,Saccharomyces cerevisiae,"University of Virginia, Charlottesville, Virginia",,"Prototype integrated FBA model w/signaling, metabolism, and TRN; qualitatively similar uptake and biomass predictions as a kinetic model",,58
"Puchalka, Jacek; Oberhardt, Matthew A.; Godinho, Miguel; Bielecka, Agata; Regenhardt, Daniela; Timmis, Kenneth N.; Papin, Jason A.; dos Santos, Vitor A. P. Martins",Genome-Scale Reconstruction And Analysis Of The Pseudomonas Putida Kt2440 Metabolic Network Facilitates Applications In Biotechnology,Plos Computational Biology,2008,,"Flux Phenotype, Essentiality (Global), KO (Targeted), Biological Discovery, ExpDes",,"Met Eng, Basic Science",Legacy data,Pseudomonas putida,"Helmholtz Center for Infection Research, Braunschweig, Germany",,"Recon; add new knowledge content; deterine metabolic capabilities, gene deletion analysis; OptKnock on polyhydroxyalkanoates",256866400011,57
"Becker, Scott A; Palsson, Bernhard O",Context-Specific Metabolic Networks Are Consistent With Experiments.,Plos Computational Biology,2008,18483554,"Flux Phenotype, Systemscale Property",Transcriptomics,Basic Science,,"Multiple (Escherichia coli, Human)","University of California San Diego, La Jolla, California",x,"Integrating expression data with models while being consistent with data; also provides inconsistency score, showing incorrect objective have higher inconsistency",261480700023,56
"Covert, Markus W.; Xiao, Nan; Chen, Tiffany J.; Karr, Jonathan R.","Integrating Metabolic, Transcriptional Regulatory And Signal Transduction Models In Escherichia Coli",Bioinformatics,2008,18621757,"Flux Phenotype, Essentiality (Global), TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Escherichia coli,"Stanford University, Stanford, California",,"Create integrated metabolic, TRN, signaling network; better predicts gene essentiality and fluxes than traditional rFBA",,55
