Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Pramanik, J; Keasling, JD",Effect of Escherichia coli biomass composition on central metabolic fluxes predicted by a stoichiometric model,BIOTECHNOLOGY AND BIOENGINEERING,1998,10099424,75909300010,,Tested sensitivity of flux distributions to changing fatty acid and amino acid biomass composition,x,,,,,,,,,,,,,,,,,,,x,,,Escherichia coli,Keasling,"University of California, Berkeley, California",54,,
"Lee, Joungmin; Yun, Hongseok; Feist, Adam M.; Palsson, Bernhard O.; Lee, Sang Yup",Genome-scale reconstruction and in silico analysis of the Clostridium acetobutylicum ATCC 824 metabolic network,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2008,18758767,2.59E+11,,"Built recon; determined metabolic fluxes, single gene deletion analysis; ORF annotation by BLAST and gap-filling",x,x,,,,,,,,,x,,,,,x,,,,,x,,Clostridium acetobutylicum,Lee,"KAIST, Daejeon, Korea",50,,
"Senger, Ryan S.; Papoutsakis, Eleftherios T.",Genome-Scale Model for Clostridium acetobutylicum: Part II. Development of Specific Proton Flux States and Numerically Determined Sub-Systems,BIOTECHNOLOGY AND BIOENGINEERING,2008,18767191,2.61E+11,,Calculate proton flux; use as constraint and way to predict media pH; ,x,,,x,,,,,,,,,,,,x,,,,,x,x,Clostridium acetobutylicum,Papoutsakis,"University of Delaware, Newark, Delaware",50,,
"Senger, Ryan S.; Papoutsakis, Eleftherios T.",Genome-Scale Model for Clostridium acetobutylicum: Part I. Metabolic Network Resolution and Analysis,BIOTECHNOLOGY AND BIOENGINEERING,2008,18767192,2.61E+11,,model correctly characterized butyrate kinase KO; gene essentiality analysis,,x,x,,,,,,,,,,,,,x,,,,,,,Clostridium acetobutylicum,Papoutsakis,"University of Delaware, Newark, Delaware",50,,
"Gianchandani, Erwin P; Papin, Jason A; Price, Nathan D; Joyce, Andrew R; Palsson, Bernhard O",Matrix formalism to describe functional states of transcriptional regulatory systems,PLOS COMPUTATIONAL BIOLOGY,2006,16895435,,,Prototype model transcriptional regulatory matrix formalism; predicts gene expression; can predict functional motifs,,,,,,,x,,x,,,,x,,,,,,,x,,,Prototype,Palsson,"University of California San Diego, La Jolla, California",50,,
"Jerby, Livnat; Shlomi, Tomer; Ruppin, Eytan",Computational reconstruction of tissue-specific metabolic models: application to human liver metabolism,MOLECULAR SYSTEMS BIOLOGY,2010,20823844,2.83E+11,x,Model building algorithm for liver; flux and biomarker predictiosn much better than recon1,x,,,,,,,,,,,,,x,Multi-omics,,,,x,x,x,,human (liver),Ruppin,"Tel Aviv University, Tel Aviv, Israel",49,,
"Raman, Karthik; Yeturu, Kalidas; Chandra, Nagasuma","targetTB: A target identification pipeline for Mycobacterium tuberculosis through an interactome, reactome and genome-scale structural analysis",BMC SYSTEMS BIOLOGY,2008,19099550,2.64E+11,,FBA in a giant pipeline w/other methods to determine TB antibiotic targets; broad-spectrum targets predicted,,x,,,,,,,,,,,,,,,x,,,,x,,Mycobacterium tuberculosis,Chandra,"Indian Institute of Science, Bangalore, India",49,,
"Zhang, Ying; Thiele, Ines; Weekes, Dana; Li, Zhanwen; Jaroszewski, Lukasz; Ginalski, Krzysztof; Deacon, Ashley M.; Wooley, John; Lesley, Scott A.; Wilson, Ian A.; Palsson, Bernhard; Osterman, Andrei; Godzik, Adam",Three-Dimensional Structural View of the Central Metabolic Network of Thermotoga maritima,SCIENCE,2009,19762644,2.70E+11,,Use 3d structures in network context; few folds and in core metabolism; additional folds are in non-essential proteins,,,,,,,x,,,,,,,,,,,,,x,,,Thermotoga maritima,Godzik,"Burnham Institute for Medical Research, La Jolla, California",48,,
"Suthers, Patrick F.; Dasika, Madhukar S.; Kumar, Vinay Satish; Denisov, Gennady; Glass, John I.; Maranas, Costas D.","A Genome-Scale Metabolic Reconstruction of Mycoplasma genitalium, iPS189",PLOS COMPUTATIONAL BIOLOGY,2009,,2.64E+11,,"Built recon, applied gene essentiality analysis to discover new properties; determined potential media",,x,,,,,,,,,x,x,,,,,x,,,,x,,Mycoplasma genitalium,Maranas,"Pennsylvania State University, University Park, Pennsylvania",47,,
"Chavali, Arvind K.; Whittemore, Jeffrey D.; Eddy, James A.; Williams, Kyle T.; Papin, Jason A.",Systems analysis of metabolism in the pathogenic trypanosomatid Leishmania major,MOLECULAR SYSTEMS BIOLOGY,2008,18364711,2.55E+11,,"Built recon; predicted gene essentiality, minimal media, and hypothetical annotations",x,x,,x,,,,,,,x,x,,,,,x,,,,x,,Leishmania major,Papin,"University of Virginia, Charlottesville, Virginia",47,,
"Shastri, AA; Morgan, JA",Flux balance analysis of photoautotrophic metabolism,BIOTECHNOLOGY PROGRESS,2005,16321043,2.34E+11,,"Determined different flux distributions of hetero, auto, mixotrophic modes of photosynthetic metabolism; analyzed importance of key enzymes; calculated gene deletions/additions",x,x,,,,,,,,,,,,,,,,,,x,,,Synechocystis sp. PCC 6803,Morgan,"Purdue University, West Lafayette, Indiana",47,,
"Lee, Deok-Sun; Burd, Henry; Liu, Jiangxia; Almaas, Eivind; Wiest, Olaf; Barabasi, Albert-Laszlo; Oltvai, Zoltan N.; Kapatral, Vinayak",Comparative Genome-Scale Metabolic Reconstruction and Flux Balance Analysis of Multiple Staphylococcus aureus Genomes Identify Novel Antimicrobial Drug Targets,JOURNAL OF BACTERIOLOGY,2009,19376871,2.66E+11,,"Build Staph recon; determine unconditionally essential genes, many pairs are in multiple Staph strains; for identifying novel antimicrobials; determine minimal media",,x,,,,,,,,,,x,,,,,x,,,,,,Staphylococcus aureus,Kapatral,"Integrated Genomics, Chicago, Illinois",46,,
"Motter, Adilson E.; Gulbahce, Natali; Almaas, Eivind; Barabasi, Albert-Laszlo",Predicting synthetic rescues in metabolic networks,MOLECULAR SYSTEMS BIOLOGY,2008,18277384,2.54E+11,,"Combine FBA and MOMA to find double KOs that ""rescue"" organism; redirects MOMA down a different path that has higher growth rate",,,x,,,,x,,,,,,,,,,,,,x,x,,"Escherichia coli, Helicobacter pylori, Saccharomyces cerevisiae, Bacillus subtilis",Barabasi,"Northeastern University, Boston, Massachusetts",46,,
"Almaas, Eivind; Oltvai, Zoltan N.; Barabasi, Albert-Laszlo",The activity reaction core and plasticity of metabolic networks,PLOS COMPUTATIONAL BIOLOGY,2005,16362071,2.39E+11,,"Simulate multiple recons on thousands of conditions to determine core set of reactions; core set are well preserved, often essential, and always active; speciation comes about from conditional extraneous reactions",x,,,,,,x,,,,,,,,,,x,,,x,,,"Escherichia coli, Helicobacter pylori, Saccharomyces cerevisiae",Barabasi,"University of Notre Dame, Notre Dame, Indiana",46,,
"Wiback, SJ; Famili, I; Greenberg, HJ; Palsson, BO",Monte Carlo sampling can be used to determine the size and shape of the steady-state flux space,JOURNAL OF THEORETICAL BIOLOGY,2004,15178193,,,"Use Monte Carlo sampling to determine flux ranges, flux cone size, SNP effects on rbc model",x,,,,,,x,,,,,,,,,,,,x,x,,,human (rbc),Palsson,"University of California San Diego, La Jolla, California",46,,
"David, H; Akesson, M; Nielsen, J",Reconstruction of the central carbon metabolism of Aspergillus niger,EUROPEAN JOURNAL OF BIOCHEMISTRY,2003,14622289,1.86E+11,,"Reconstruction, general characterization, P/O ratios, KO study, succinate production",x,x,,,,,,,,,,x,,,,x,,,,x,x,,Aspergillus niger,Nielsen,"Technical University of Denmark, Lyngby, Denmark",46,,
"Thiele, Ines; Jamshidi, Neema; Fleming, Ronan M T; Palsson, Bernhard O","Genome-scale reconstruction of Escherichia coli's transcriptional and translational machinery: a knowledge base, its mathematical formulation, and its functional characterization.",PLOS COMPUTATIONAL BIOLOGY,2009,19282977,,x,Tr/Tr machinery of E. coli; accurately predict ribosome production; in silico rRNA operon deletion; can integrate omics as constraints directly,x,x,,,,,,,x,,,,,,,,,,,x,x,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",45,,
"Nogales, Juan; Palsson, Bernhard O.; Thiele, Ines",A genome-scale metabolic reconstruction of Pseudomonas putida KT2440: iJN746 as a cell factory,BMC SYSTEMS BIOLOGY,2008,18793442,,,Recon; determine growth and gene essentiality; growth on toulene might be oxygen limited suggestin unannotated pathways; production yield efficiency determined,x,x,,,,,,,,,x,,,,,x,,,,,x,x,Pseudomonas putida,Thiele,"University of California San Diego, La Jolla, California",45,,
"Andersen, Mikael Rordam; Nielsen, Michael Lynge; Nielsen, Jens","Metabolic model integration of the bibliome, genome, metabolome and reactome of Aspergillus niger",MOLECULAR SYSTEMS BIOLOGY,2008,18364712,2.55E+11,,Built recon; calculate yield and metabolic capabilities,x,,,,,,,,,,,,,,,x,,,,x,x,,Aspergillus niger,Nielsen,"Technical University of Denmark, Lyngby, Denmark",44,,
"Nookaew, Intawat; Jewett, Michael C.; Meechai, Asawin; Thammarongtham, Chinae; Laoteng, Kobkul; Cheevadhanarak, Supapon; Nielsen, Jens; Bhumiratana, Sakarindr",The genome-scale metabolic model iIN800 of Saccharomyces cerevisiae and its validation: a scaffold to query lipid metabolism,BMC SYSTEMS BIOLOGY,2008,18687109,,,Expand yeast model for lipid metabolism; flux and gene deletion analysis; integrate expression data using reporter metabolites,x,x,,,,,,x,,,,,,x,Transcriptomics,,,,,x,x,,Saccharomyces cerevisiae,Bhumiratana,"King Mongkut's University of Technology Thonburi, Bangkok, Thailand",44,,
"Herrgard, Markus J.; Fong, Stephen S.; Palsson, Bernhard O.",Identification of genome-scale metabolic network models using experimentally measured flux profiles,PLOS COMPUTATIONAL BIOLOGY,2006,16839195,,,Use experimentally measured flux distributions to determine which reactions should be active in network for matching data; used to find bottlenecks in strains; bottleneck reactions were downregulated in transcription data,x,,,,,,,,,,x,,,x,Fluxomics,,,,,x,x,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",43,,
"Dal'Molin, Cristiana Gomes de Oliveira; Quek, Lake-Ee; Palfreyman, Robin William; Brumbley, Stevens Michael; Nielsen, Lars Keld","AraGEM, a Genome-Scale Reconstruction of the Primary Metabolic Network in Arabidopsis",PLANT PHYSIOLOGY,2010,,2.74E+11,,Built recon; determined metabolic capabilities; predicted use of photorespitary fluxes,x,,,,,,,,,,,,,,,,,,,x,x,,Arabidopsis thaliana,Nielsen,"University of Queensland, Brisbane, Queensland, Australia",42,,
"Poolman, Mark G.; Miguet, Laurent; Sweetlove, Lee J.; Fell, David A.",A Genome-Scale Metabolic Model of Arabidopsis and Some of Its Properties,PLANT PHYSIOLOGY,2009,19755544,2.71E+11,,"Built recon; determined metabolic capabilties, gene essentiality, determine modules that correlate in flux",x,x,,,,,,,,,,,,,,,,,,x,x,x,Arabidopsis thaliana,Fell,"University of Oxford, Oxford, UK",41,,
"Kim, Pan-Jun; Lee, Dong-Yup; Kim, Tae Yong; Lee, Kwang Ho; Jeong, Hawoong; Lee, Sang Yup; Park, Sunwon",Metabolite essentiality elucidates robustness of Escherichia coli metabolism,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,17698812,2.49E+11,x,Essential metabolites maintain steady flux-sum even against severe perturbation and redistribution of fluxes; flux sum suppression lowers growth,,x,,,,,x,x,,,,,,,,,x,,,x,x,x,Escherichia coli,Park,"KAIST, Daejeon, Korea",41,,
"Price, ND; Schellenberger, J; Palsson, BO",Uniform sampling of steady-state flux spaces: Means to design experiments and to interpret enzymopathies,BIOPHYSICAL JOURNAL,2004,15454420,,,Use sampling to determine RBC fluxes and flux cone size; use for enzymopathies and compare to actual clinical outcome,x,,x,,,,x,,,,,,,,,,,,x,,x,,human (red cell),Palsson,"University of California San Diego, La Jolla, California",41,,
"Grafahrend-Belau, Eva; Schreiber, Falk; Koschuetzki, Dirk; Junker, Bjoern H.",Flux Balance Analysis of Barley Seeds: A Computational Approach to Study Systemic Properties of Central Metabolism,PLANT PHYSIOLOGY,2009,18987214,2.62E+11,,Bulit recon; determined fluxes under oxygen depletion and enzyme deletion; in accordance with experiments,x,x,,,,,,,,,,,,,,,,,,x,,,Hordeum vulgare,Junker,"Leibniz Institute of Plant Genetics and Crop Plant Research, Gatersleben, Germany",40,,
"Raghunathan, Anu; Reed, Jennifer; Shin, Sookil; Palsson, Bernhard; Daefler, Simon",Constraint-based analysis of metabolic capacity of Salmonella typhimurium during host-pathogen interaction,BMC SYSTEMS BIOLOGY,2009,19356237,,,"Built recon; determine metabolic capabilities, gene essentiality analysis; use expression data to further constrain model",x,x,,,,,,,,,,,,x,Transcriptomics,,x,,,,,,Salmonella typhimurium,Daefler,"Mount Sinai School of Medicine, New York, New York",39,,
"Asadollahi, Mohammad A.; Maury, Jerome; Patil, Kiran Raosaheb; Schalk, Michel; Clark, Anthony; Nielsen, Jens",Enhancing sesquiterpene production in Saccharomyces cerevisiae through in silico driven metabolic engineering,METABOLIC ENGINEERING,2009,19619667,2.72E+11,,Use OptGene and MOMA to determine deletions for increase sesquiterpenes biosynthesis in yeast; GDH1 is best target; experimentally verfied but significantly lowers growth rate,,,x,,,,,,,,,x,,,,x,,,,,x,x,Saccharomyces cerevisiae,Nielsen,"Technical University of Denmark, Lyngby, Denmark",39,,
"Capel, Frederic; Klimcakova, Eva; Viguerie, Nathalie; Roussel, Balbine; Vitkova, Michaela; Kovacikova, Michaela; Polak, Jan; Kovacova, Zuzana; Galitzky, Jean; Maoret, Jean-Jose; Hanacek, Jiri; Pers, Tune H.; Bouloumie, Anne; Stich, Vladimir; Langin, Dominique",Macrophages and Adipocytes in human Obesity Adipose Tissue Gene Expression and Insulin Sensitivity During Calorie Restriction and Weight Stabilization,DIABETES,2009,19401422,2.68E+11,,Integrate expression data for reporter metabolites,,,,,,,,x,,,,,,x,Transcriptomics,,,,x,,,,human,Langin,"INSERM, Toulouse, France",39,,
"He, Xionglei; Qian, Wenfeng; Wang, Zhi; Li, Ying; Zhang, Jianzhi",Prevalent positive epistasis in Escherichia coli and Saccharomyces cerevisiae metabolic networks,NATURE GENETICS,2010,20101242,2.75E+11,x,FBA of epistatic interactions; negative epistasis occurs mainly in nonessential reactions with overlapping functions; positive epistasis usually involves essential reaction and occurs in reactions w/o overlapping functions; 61 pairs in yeast experimentally verified,,x,,,,,,,x,,,,,,,,,,,x,x,x,"Escherichia coli, Saccharomyces cerevisiae",Zhang,"University of Michigan, Ann Arbor, Michigan",38,,
"Kim, Tae Yong; Kim, Hyun Uk; Park, Jong Myoung; Song, Hyohak; Kim, Jin Sik; Lee, Sang Yup",Genome-scale analysis of Mannheimia succiniciproducens metabolism,BIOTECHNOLOGY AND BIOENGINEERING,2007,17405177,2.47E+11,,"Reconstruction; metabolic capabilties, gene essentiality, OptKnock analysis",x,x,x,,,,,,,,,x,,,,x,,,,,x,x,Mannheimia succiniciproducens,Lee,"KAIST, Daejeon, Korea",38,,
"Chen, LF; Vitkup, D",Predicting genes for orphan metabolic activities using phylogenetic profiles,GENOME BIOLOGY,2006,16507154,2.37E+11,,Use metabolic network to suggest genes for orphan activites in yeast and Ecoli,,,,,,,,,,,x,,,,,,,,,x,x,,"Escherichia coli, Saccharomyces cerevisiae",Vitkup,"Columbia University, New York, New York",38,,
"Kroemer, Jens Olaf; Wittmann, Christoph; Schroeder, Hartwig; Heinzle, Elmar",Metabolic pathway analysis for rational design of L-methionine production by Escherichia coli and Corynebacterium glutamicum,METABOLIC ENGINEERING,2006,16621639,2.39E+11,,Calculate EFMs for theoretical yields of methionine on different carbon sources,x,,,,,,,,,,,x,,,,x,,,,,,,"Escherichia coli, Corynebacterium glutamicum",Heinzle,"Saarland University, Saarbrucken, Germany",37,,
"VARMA, A; PALSSON, BO",PARAMETRIC SENSITIVITY OF STOICHIOMETRIC FLUX BALANCE MODELS APPLIED TO WILD-TYPE ESCHERICHIA-COLI METABOLISM,BIOTECHNOLOGY AND BIOENGINEERING,1995,18623053,,,Determine sensitivity of parameters needed to properly constrain FBA models,,,,,,,,,,,,x,,,,,,,,x,,,Escherichia coli,Palsson,"University of Michigan, Ann Arbor, Michigan",37,,
"Yim, Harry; Haselbeck, Robert; Niu, Wei; Pujol-Baxley, Catherine; Burgard, Anthony; Boldt, Jeff; Khandurina, Julia; Trawick, John D.; Osterhout, Robin E.; Stephen, Rosary; Estadilla, Jazell; Teisan, Sy; Schreyer, H. Brett; Andrae, Stefan; Yang, Tae Hoon; Lee, Sang Yup; Burk, Mark J.; Van Dien, Stephen","Metabolic engineering of Escherichia coli for direct production of 1,4-butanediol",NATURE CHEMICAL BIOLOGY,2011,21602812,2.92E+11,x,"Use OptKnock for aiding in engineering for 1,4 BDO",x,,x,,,,,,,x,,,,,,x,,,,,x,x,Escherichia coli,Van Dien,"Genomatica, San Diego, California",36,,
"Xiong, Wei; Gao, Chunfang; Yan, Dong; Wu, Chao; Wu, Qingyu",Double CO2 fixation in photosynthesis-fermentation model enhances algal lipid synthesis for biodiesel production,BIORESOURCE TECHNOLOGY,2010,19963369,,,Use EFMs to determine Rubisco is important for CO2 re-fixation; experimentally verified,,,,,,,,,,,x,,x,,,x,,,,,x,x,Chlorella protothecoides,Wu,"Tsinghua University, Beijing, China",36,,
"Colijn, Caroline; Brandes, Aaron; Zucker, Jeremy; Lun, Desmond S.; Weiner, Brian; Farhat, Maha R.; Cheng, Tan-Yun; Moody, D. Branch; Murray, Megan; Galagan, James E.",Interpreting Expression Data with Metabolic Flux Models: Predicting Mycobacterium tuberculosis Mycolic Acid Production,PLOS COMPUTATIONAL BIOLOGY,2009,,2.71E+11,x,E-flux; integrate expression into constraints to look at drug expression profiles and compare to actual phenotype,x,,,,,,,,,,,,,x,Transcriptomics,,x,,,,x,,Mycobacterium tuberculosis,Galagan,"Broad Institute, Cambridge, Massachusetts",36,,
"Notebaart, Richard A.; Teusink, Bas; Siezen, Roland J.; Papp, Balazs",Co-regulation of metabolic genes is better explained by flux coupling than by network distance,PLOS COMPUTATIONAL BIOLOGY,2008,18225949,2.55E+11,,Show HCR are better co-regulated than network topology distance,,,,,,,x,,x,,,,,,,,,,,x,x,,Escherichia coli,Papp,"Biological Research Center, Szeged, Hungary",36,,
"Carlson, R; Srienc, F",Fundamental Escherichia coli biochemical pathways for biomass and energy production: Identification of reactions,BIOTECHNOLOGY AND BIOENGINEERING,2004,14705007,1.88E+11,,"Use EFMs to show four pathways are the most efficient for biomass/energy production, utilize to do targeted Kos for most efficient metabolite production",x,,x,,,,,,,,,,x,,,,,,,x,x,,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",36,,
"Carlson, R; Srienc, F",Fundamental Escherichia coli biochemical pathways for biomass and energy production: Creation of overall flux states,BIOTECHNOLOGY AND BIOENGINEERING,2004,15052634,2.21E+11,x,Use EFMs to show that most uptake rates are consistent with 2 EFMs dealing with max biomass and max energy,x,,,,,,,,,,,,x,,,,,,,x,x,,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",36,,
"Price, ND; Reed, JL; Papin, JA; Wiback, SJ; Palsson, BO",Network-based analysis of metabolic regulation in the human red blood cell,JOURNAL OF THEORETICAL BIOLOGY,2003,14575652,,,Calculate eigenpathways from SVD of ExPas; find first 5 dimensions describe all relevant physiological states; identify key splits that are actually regulated,,,,,,,x,,,,,,x,,,,,,,x,,,human (red blood cell),Palsson,"University of California San Diego, La Jolla, California",36,,
"Henry, Christopher S.; Zinner, Jenifer F.; Cohoon, Matthew P.; Stevens, Rick L.",iBsu1103: a new genome-scale metabolic model of Bacillus subtilis based on SEED annotations,GENOME BIOLOGY,2009,19555510,2.68E+11,,Built recon; use Gibbs energy to determine reaction reverisibilities; compared to gene essentiality data across multiple conditions and model refined,,x,,,,,,,,,,,,,,,,,,x,x,,Bacillus subtilis,Stevens,"Argonne National Laboratory, Argonne, Illinois",35,,
"Wiback, SJ; Mahadevan, R; Palsson, BO",Using metabolic flux data to further constrain the metabolic solution space and predict internal flux patterns: The Escherichia coli spectrum,BIOTECHNOLOGY AND BIOENGINEERING,2004,15083512,,,"Integrate fluxomics, utilize to determine alpha spectrum, more flux data further shrinks the cone",,,,,,,x,,,,,,x,x,Fluxomics,,,,,x,,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",35,,
"Poolman, MG; Fell, DA; Raines, CA",Elementary modes analysis of photosynthate metabolism in the chloroplast stroma,EUROPEAN JOURNAL OF BIOCHEMISTRY,2003,12542693,,,Use EFMs to find pathways for chloroplast metabolism in light/dark/dark with s17bp; Calvin cycle and oxidative PPP are not separate systems and are complementary and overlapping,,,,,,,,,,,,,x,,,,,,,x,,,"""chloroplast""",Raines,"University of Essex, Colchester, UK",35,,
"Westergaard, Steen Lund; Oliveira, Ana Paula; Bro, Christoffer; Olsson, Lisbeth; Nielsen, Jens",A systems biology approach to study glucose repression in the yeast Saccharomyces cerevisiae,BIOTECHNOLOGY AND BIOENGINEERING,2007,16878332,2.43E+11,,Integrate expression data to identify reporter metabolites,,,,,,,,x,,,,,,x,Transcriptomics,x,,,,,x,,Saccharomyces cerevisiae,Nielsen,"Technical Unviersity of Denmark, Lyngby, Denmark",34,,
"Famili, I; Mahadevan, R; Palsson, BO",k-cone analysis: Determining all candidate values for kinetic parameters on a network scale,BIOPHYSICAL JOURNAL,2005,15626710,,,Combine FBA with metabolite concentrations to determine k-cone; can be used to determine consistencies of in vitro kinetic paramters and in vivo measurements; help for experimental design of which parameters to measure or re-measure,,,,x,,,,,,,,x,,,,,,,,x,,,Saccharomyces cerevisiae,Palsson,"University of California San Diego, La Jolla, California",34,,
"Cakir, T; Kirdar, B; Ulgen, KO",Metabolic pathway analysis of yeast strengthens the bridge between transcriptornics and metabolic networks,BIOTECHNOLOGY AND BIOENGINEERING,2004,15083505,,,"Use EFMs to look at different carbon sources, transcript ratios fit well with pathway usage, look at gene deletions, ",,x,,,,,,,x,,,,x,,,,,,,x,x,,Saccharomyces cerevisiae,Ulgen,"Bogazici University, Bebek-Istanbul, Turkey",34,,
"Segura, Daniel; Mahadevan, Radhakrishnan; Juarez, Katy; Lovley, Derek R.",Computational and experimental analysis of redundancy in the central metabolism of Geobacter sulfurreducens,PLOS COMPUTATIONAL BIOLOGY,2008,18266464,2.55E+11,,Looked at flux phenotypes of alternate acetate assimilation and pyruvate conversioin to acetyl-CoA using KO and metabolic capabilities across multiple conditions; experimentally verified with biochemical assays,x,,x,,,,,,,,x,x,,,,,,x,,,x,x,Geobacter sulfurreducens,Lovley,"University of Massachusetts, Amhert, Massachusetts",33,,
"Knorr, Andrea L.; Jain, Rishi; Srivastava, Ranjan",Bayesian-based selection of metabolic objective functions,BIOINFORMATICS,2007,17150997,2.44E+11,,Bayesian selection of metabolic objective,,,,,,x,,,,,,,,,,,,,,x,x,,Escherichia coli,Srivstava,"University of Connecticut, Storrs, Connecticut",33,,
"Bar-Even, Arren; Noor, Elad; Lewis, Nathan E.; Milo, Ron",Design and analysis of synthetic carbon fixation pathways,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2010,20410460,2.78E+11,,"Determine potential synthetic carbon fixation pathways using pathway techniques, kinetics, energetics; best synthetic is 2-3 times faster than Calvin-Benson cycle",,,,x,,,,,,x,,,,,,,,,,x,,,all KEGG photosynthetic organisms,Milo,"Weizmann Institute of Science, Rehovot, Israel",32,,
"Ranganathan, Sridhar; Suthers, Patrick F.; Maranas, Costas D.",OptForce: An Optimization Procedure for Identifying All Genetic Manipulations Leading to Targeted Overproductions,PLOS COMPUTATIONAL BIOLOGY,2010,,2.78E+11,,Determines a set of fluxes that must change (up/down/remove) to meet a pre-specified target; used for succinate production in E.coli; recapitulates existing strategies and reveals non-intuitive ones,,,,,,,,,,,,x,,,,x,,,,,x,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",32,,
"Izallalen, Mounir; Mahadevan, Radhakrishnan; Burgard, Anthony; Postier, Bradley; Didonato, Raymond, Jr.; Sun, Jun; Schilling, Christopher H.; Lovley, Derek R.",Geobacter sulfurreducens strain engineered for increased rates of respiration,METABOLIC ENGINEERING,2008,18644460,2.62E+11,x,Use OptKnock to build strain with increased rates of respiration; experimentally verifed;,x,,x,,,,,,,x,,x,,,,x,,x,,,x,x,Geobacter sulfurreducens,Lovley,"University of Massachusetts, Amherst, Massachusetts",32,,
"Feist, Adam M.; Scholten, Johannes C. M.; Palsson, Bernhard O.; Brockman, Fred J.; Ideker, Trey",Modeling methanogenesis with a genome-scale metabolic reconstruction of Methanosarcina barkeri,MOLECULAR SYSTEMS BIOLOGY,2006,16738551,,,First Archae model; determine fluxes at different environmental and genetic conditions; determine stoichiometry for nitrogenase reaction; find minimal media; gene deletion analysis,x,x,,,,,,,,,x,,,,,,,,,x,x,,Metahnosarcina barkeri,Ideker,"University of California San Diego, La Jolla, California",32,,
"Samal, A; Singh, S; Giri, V; Krishna, S; Raghuram, N; Jain, S",Low degree metabolites explain essential reactions and enhance modularity in biological networks,BMC BIOINFORMATICS,2006,16524470,2.37E+11,,Essential reactions typically contain metabolites that are sparsely represented in the network; flux correlations between reactions is also linked to the low degree metabolites,,x,,,,,x,,,,,,,,,,,,,x,,,"Escherichia coli, Saccharomyces cerevisiae, Staphylococcus aureus",Jain,"University of Delhi, New Delhi, India",32,,
"Duarte, Natalie C.; Palsson, Bernhard O.; Fu, Pengcheng",Integrated analysis of metabolic phenotypes in Saccharomyces cerevisiae,BMC GENOMICS,2004,15355549,,,"Use PhPP to show predictions consistent with experimental data in different growth conditions (aerobic glucose limited, oxidative fermentative, microaerobic)",x,,,,,,,,,,,,,,,,,,,x,x,x,Saccharomyces cerevisiae,Fu,"University of Hawaii, Honolulu, Hawaii",32,,
"Jin, YS; Jeffries, TW",Stoichiometric network constraints on xylose metabolism by recombinant Saccharomyces cerevisiae,METABOLIC ENGINEERING,2004,15256213,2.23E+11,,Utilize ExPas and FBA to look at flux distributions during fermentation conditions,x,,,,,,,,,,,,x,,,x,,,,,x,x,Saccharomyces cerevisiae,Jeffries,"University of Wisconsin, Madison, Wisconsin",32,,
"Shlomi, Tomer; Cabili, Moran N.; Ruppin, Eytan",Predicting metabolic biomarkers of human inborn errors of metabolism,MOLECULAR SYSTEMS BIOLOGY,2009,19401675,2.66E+11,x,Use KOs and FVA to infer biomarkers; matches well with RBC kinetic models and known biomarkers,x,,x,,,,,,,,,x,,,,,,,x,,x,,human,Ruppin,"Tel Aviv University, Tel Aviv, Israel",31,,
"Pramanik, J; Trelstad, PL; Schuler, AJ; Jenkins, D; Keasling, JD",Development and validation of a flux-based stoichiometric model for enhanced biological phosphorus removal metabolism,WATER RESEARCH,1999,,77530300020,,"Determine fluxes of bacteria that degrade biopolymers; how ATP, NADH, NADPH are produced and consumed",x,,,,,,,,,,,,,,,,,x,,,x,x,Acinetobacter calcoaceticus,Keasling,"University of California, Berkeley, California",31,,
"Takac, S; Calik, G; Mavituna, F; Dervakos, G",Metabolic flux distribution for the optimized production of L-glutamate,ENZYME AND MICROBIAL TECHNOLOGY,1998,,75433600001,,Determined theoretical yields of glutamate production for different growth rates,x,,,,,,,,,,,,,,,x,,,,,,,Brevibacterium flavum,Dervakos,"University of Manchester Institute of Science and Technology, Manchester, UK",31,,
